1230262,2021-12-01,Round 16,Nantes,0,Marseille,1,https://www.thesportsdb.com/images/media/event/thumb/9b0sph1625166548.jpg
1230263,2021-12-01,Round 16,Paris SG,0,Nice,0,https://www.thesportsdb.com/images/media/event/thumb/6y121p1625166548.jpg
1230264,2021-12-01,Round 16,Rennes,1,Lille,2,https://www.thesportsdb.com/images/media/event/thumb/h33vjd1625166549.jpg
1230265,2021-12-01,Round 16,Strasbourg,5,Bordeaux,2,https://www.thesportsdb.com/images/media/event/thumb/v028of1627321462.jpg
1230266,2021-12-01,Round 16,Troyes,2,Lorient,0,https://www.thesportsdb.com/images/media/event/thumb/scfpbx1625166550.jpg
1230268,2021-12-04,Round 17,Lens,1,Paris SG,1,https://www.thesportsdb.com/images/media/event/thumb/liibhz1625166551.jpg
1230269,2021-12-04,Round 17,Lille,2,Troyes,1,https://www.thesportsdb.com/images/media/event/thumb/ru7hnw1625166552.jpg
1230271,2021-12-04,Round 17,Marseille,1,Brest,2,https://www.thesportsdb.com/images/media/event/thumb/urvlxn1625166553.jpg
1230267,2021-12-05,Round 17,Bordeaux,2,Lyon,2,https://www.thesportsdb.com/images/media/event/thumb/f2xx081627321462.jpg
1230270,2021-12-05,Round 17,Lorient,0,Nantes,1,https://www.thesportsdb.com/images/media/event/thumb/hrunsv1625166553.jpg
1230272,2021-12-05,Round 17,Monaco,4,Metz,0,https://www.thesportsdb.com/images/media/event/thumb/k5h8nl1625166554.jpg
1230273,2021-12-05,Round 17,Montpellier,1,Clermont Foot,0,https://www.thesportsdb.com/images/media/event/thumb/qtu3cx1625166554.jpg
1230274,2021-12-05,Round 17,Nice,0,Strasbourg,3,https://www.thesportsdb.com/images/media/event/thumb/dqqyaf1625166555.jpg
1230275,2021-12-05,Round 17,Stade de Reims,1,Angers,2,https://www.thesportsdb.com/images/media/event/thumb/ayut6p1625166556.jpg
1230276,2021-12-05,Round 17,St Etienne,0,Rennes,5,https://www.thesportsdb.com/images/media/event/thumb/buehgy1625166556.jpg
1230281,2021-12-10,Round 18,Nantes,3,Lens,2,https://www.thesportsdb.com/images/media/event/thumb/alndfg1625166559.jpg
1230278,2021-12-11,Round 18,Brest,0,Montpellier,4,https://www.thesportsdb.com/images/media/event/thumb/94ipgl1625166557.jpg
